date,team,Starter_MP,Starter_FG,Starter_FGA,Starter_FG_PCT,Starter_FG3,Starter_FG3A,Starter_FG3_PCT,Starter_FT,Starter_FTA,Starter_FT_PCT,Starter_ORB,Starter_DRB,Starter_TRB,Starter_AST,Starter_STL,Starter_BLK,Starter_TOV,Starter_PF,Starter_PTS,Starter_PLUS_MINUS
2023-10-24T19:30:00,Denver Nuggets,34.56666666666666,8.0,14.2,0.5696,2.2,4.8,0.5178,1.2,1.6,0.5,1.6,5.6,7.2,5.0,1.6,0.8,1.2,2.2,19.4,9.2
2023-10-24T19:30:00,Los Angeles Lakers,32.33,6.0,12.8,0.485,1.8,3.8,0.46340000000000003,2.4,3.2,0.6428,1.4,4.8,6.2,4.2,0.8,0.6,1.6,1.8,16.2,-7.4
2023-10-24T22:00:00,Golden State Warriors,31.313333333333333,5.0,14.2,0.3666,1.4,6.8,0.11179999999999998,3.2,3.6,0.7048,1.8,4.2,6.0,2.8,0.6,0.4,1.6,2.6,14.6,-5.6
2023-10-24T22:00:00,Phoenix Suns,30.5,6.4,13.2,0.46799999999999997,1.2,3.6,0.475,2.2,2.6,0.72,2.6,5.4,8.0,3.4,0.4,0.4,2.4,2.8,16.2,1.0
2023-10-25T19:00:00,Atlanta Hawks,31.313333333333333,4.6,12.8,0.3938,0.6,4.0,0.1222,4.8,5.6,0.7032,2.2,2.8,5.0,3.2,1.4,0.0,2.0,2.2,14.6,-12.0
2023-10-25T19:00:00,Boston Celtics,36.193333333333335,6.6,12.8,0.511,2.0,5.8,0.2928,4.0,4.8,0.6466000000000001,0.6,6.4,7.0,2.6,1.0,1.8,2.0,3.6,19.2,6.2
2023-10-25T19:00:00,Charlotte Hornets,31.923333333333336,6.4,12.6,0.541,1.4,5.0,0.1634,3.2,4.4,0.6167999999999999,2.0,5.8,7.8,5.2,1.0,0.4,3.0,2.4,17.4,12.0
2023-10-25T19:00:00,Houston Rockets,28.873333333333335,4.2,10.0,0.4354,1.6,3.6,0.26680000000000004,1.8,2.6,0.3714,0.6,3.2,3.8,2.8,0.8,0.2,2.2,3.2,11.8,-8.0
2023-10-25T19:00:00,Indiana Pacers,24.400000000000002,6.4,11.8,0.5518,2.4,5.4,0.3632,1.6,1.8,0.7,0.4,4.0,4.4,3.8,1.0,1.0,1.6,1.8,16.8,11.2
2023-10-25T19:00:00,New York Knicks,29.889999999999997,4.8,14.8,0.3468,2.2,5.4,0.32999999999999996,1.4,3.2,0.21139999999999998,1.8,3.0,4.8,3.2,1.6,0.0,1.0,2.4,13.2,-3.2
2023-10-25T19:00:00,Orlando Magic,25.21333333333333,4.0,9.8,0.42460000000000003,1.0,3.4,0.143,2.4,2.6,0.3714,2.2,2.8,5.0,2.0,1.4,0.0,1.4,1.6,11.4,9.6
2023-10-25T19:00:00,Washington Wizards,24.196666666666665,5.8,11.6,0.5944,0.6,2.8,0.15,2.6,3.6,0.5599999999999999,1.0,2.8,3.8,3.2,0.6,1.2,1.6,1.4,14.8,-15.4
2023-10-25T19:30:00,Brooklyn Nets,27.24666666666667,3.4,8.2,0.3932,0.4,1.8,0.1166,2.4,2.8,0.6778000000000001,1.8,4.0,5.8,4.6,1.0,0.8,1.6,2.0,9.6,-6.4
2023-10-25T19:30:00,Cleveland Cavaliers,34.36333333333333,7.4,14.2,0.5216000000000001,2.8,6.4,0.3276,1.8,2.0,0.76,1.4,4.8,6.2,3.6,1.8,1.0,1.6,3.0,19.4,6.8
2023-10-25T19:30:00,Detroit Pistons,31.720000000000006,6.4,13.6,0.4457999999999999,1.4,4.0,0.3222,0.8,1.6,0.3,3.0,4.8,7.8,4.2,0.6,2.2,2.2,3.2,15.0,-2.4
2023-10-25T19:30:00,Miami Heat,32.126666666666665,4.8,13.0,0.3214,1.0,2.6,0.1572,3.4,4.2,0.5156000000000001,2.4,4.6,7.0,2.8,1.4,0.6,1.0,2.6,14.0,1.6
2023-10-25T19:30:00,Minnesota Timberwolves,31.923333333333336,5.4,15.6,0.352,1.4,4.8,0.2042,2.4,2.8,0.72,2.6,6.4,9.0,2.0,0.8,1.8,2.0,2.0,14.6,-7.0
2023-10-25T19:30:00,Toronto Raptors,32.33,5.8,13.2,0.5356,2.4,5.2,0.3588,2.2,3.2,0.7834,1.0,6.0,7.0,4.0,1.2,1.8,2.0,1.4,16.2,6.6
2023-10-25T20:00:00,Chicago Bulls,29.889999999999997,5.2,13.6,0.4022,1.0,5.0,0.1682,2.6,3.2,0.6332,1.2,3.8,5.0,3.4,1.2,0.6,1.6,2.4,14.0,-11.6
2023-10-25T20:00:00,Memphis Grizzlies,33.55,6.0,13.0,0.45519999999999994,1.8,5.8,0.2732,2.6,3.4,0.6599999999999999,1.0,4.2,5.2,3.0,1.4,1.4,2.2,2.6,16.4,0.6
2023-10-25T20:00:00,New Orleans Pelicans,34.56666666666667,6.4,13.2,0.49779999999999996,2.0,4.2,0.34240000000000004,3.4,4.4,0.8294,1.6,6.0,7.6,3.8,1.0,0.6,3.2,2.2,18.2,1.4
2023-10-25T20:00:00,Oklahoma City Thunder,31.51666666666667,6.2,11.6,0.5136000000000001,2.0,4.4,0.4934,2.0,2.4,0.4666,0.2,4.8,5.0,5.2,1.0,0.6,1.8,1.6,16.4,14.6
2023-10-25T21:00:00,Sacramento Kings,30.296666666666663,6.6,14.0,0.462,2.4,6.0,0.4002,3.4,4.0,0.7093999999999999,2.4,4.4,6.8,3.2,0.8,1.0,1.6,3.2,19.0,9.4
2023-10-25T21:00:00,Utah Jazz,27.24666666666667,5.4,11.2,0.5156,1.4,3.6,0.31320000000000003,2.6,3.2,0.5166000000000001,2.2,4.6,6.8,2.6,0.6,0.4,1.0,2.4,14.8,-7.8
2023-10-25T21:30:00,Dallas Mavericks,28.263333333333332,6.2,14.0,0.3536,2.0,6.8,0.2596,1.4,2.2,0.6142,0.8,5.0,5.8,3.6,0.6,0.4,2.0,2.2,15.8,-1.2
2023-10-25T21:30:00,San Antonio Spurs,30.093333333333327,6.4,12.6,0.5192,1.4,4.4,0.32,2.2,3.4,0.5933999999999999,1.4,5.0,6.4,4.0,1.2,0.6,3.2,3.8,16.4,-2.0
2023-10-25T22:30:00,Los Angeles Clippers,27.45,7.0,11.4,0.6002000000000001,2.2,3.6,0.46419999999999995,1.0,1.2,0.36,1.8,4.0,5.8,5.4,1.4,1.2,2.6,2.4,17.2,25.8
2023-10-25T22:30:00,Portland Trail Blazers,27.246666666666663,4.2,9.6,0.446,0.8,3.8,0.1332,1.6,1.8,0.55,1.6,2.6,4.2,2.2,1.2,0.4,2.4,2.0,10.8,-16.4
2023-10-26T19:30:00,Milwaukee Bucks,29.889999999999997,5.6,11.4,0.508,1.8,4.6,0.48319999999999996,4.2,5.6,0.3666,1.0,4.8,5.8,2.8,1.2,0.4,2.6,2.2,17.2,3.8
2023-10-26T19:30:00,Philadelphia 76ers,32.94,6.0,12.8,0.41459999999999997,2.2,5.2,0.4274,2.8,4.4,0.5349999999999999,0.4,5.0,5.4,4.0,1.2,0.2,2.0,3.4,17.0,-3.4
2023-10-26T22:00:00,Los Angeles Lakers,30.906666666666666,5.4,11.8,0.40679999999999994,0.8,3.4,0.2686,3.4,4.2,0.63,1.0,4.2,5.2,3.4,1.8,1.2,2.2,2.6,15.0,2.2
2023-10-26T22:00:00,Phoenix Suns,33.14333333333333,5.2,12.0,0.4016,1.4,4.6,0.29,3.0,3.6,0.7538,1.8,5.4,7.2,2.4,0.8,0.4,3.0,2.8,14.8,-2.6
2023-10-27T19:00:00,Charlotte Hornets,30.093333333333327,5.0,13.8,0.3494,1.0,4.6,0.1972,3.8,4.6,0.5332,1.4,4.0,5.4,3.6,1.6,0.6,2.4,2.8,14.8,-11.4
2023-10-27T19:00:00,Denver Nuggets,32.33,5.2,11.8,0.43339999999999995,1.8,5.0,0.2854,2.0,2.4,0.5666,1.0,5.0,6.0,3.8,1.8,0.8,2.8,2.2,14.2,6.4
2023-10-27T19:00:00,Detroit Pistons,30.906666666666666,4.2,10.2,0.43,1.0,2.8,0.2266,1.2,1.6,0.6,2.4,6.0,8.4,3.8,0.8,1.0,4.0,4.2,10.6,4.4
2023-10-27T19:00:00,Memphis Grizzlies,31.313333333333333,5.6,12.4,0.46419999999999995,1.4,5.0,0.3724,3.4,4.0,0.8,1.6,4.6,6.2,3.0,2.0,1.0,2.6,3.2,16.0,-4.0
2023-10-27T19:30:00,Atlanta Hawks,31.313333333333333,5.6,12.4,0.46720000000000006,1.2,3.4,0.2658,3.8,4.6,0.5934,1.8,4.2,6.0,4.4,0.8,0.8,1.8,2.2,16.2,-5.4
2023-10-27T19:30:00,Boston Celtics,35.78666666666667,8.4,16.8,0.5094,2.8,6.8,0.40519999999999995,2.6,3.8,0.6832,2.0,5.8,7.8,3.4,1.4,1.0,2.0,2.8,22.2,2.4
2023-10-27T19:30:00,Cleveland Cavaliers,33.75333333333333,5.8,13.4,0.41240000000000004,1.8,6.0,0.25579999999999997,3.2,4.2,0.44699999999999995,1.4,6.6,8.0,2.8,1.8,1.2,2.2,2.4,16.6,-2.0
2023-10-27T19:30:00,Miami Heat,32.33,6.2,13.6,0.4702,2.0,4.0,0.33340000000000003,3.8,4.6,0.6334,1.8,5.2,7.0,3.6,0.8,0.8,1.6,1.6,18.2,2.2
2023-10-27T19:30:00,New York Knicks,32.53333333333333,5.6,11.6,0.43800000000000006,3.2,5.8,0.4192,3.0,4.0,0.5666,2.0,4.4,6.4,4.4,1.0,0.8,1.8,2.0,17.4,9.0
2023-10-27T19:30:00,Oklahoma City Thunder,33.75333333333334,6.8,14.0,0.44719999999999993,2.0,3.0,0.6,2.6,3.2,0.6834,1.0,7.2,8.2,3.2,1.6,1.8,2.8,2.6,18.2,-0.6
2023-10-27T20:00:00,Chicago Bulls,34.97333333333333,4.8,14.2,0.3028,1.0,5.4,0.201,3.8,4.8,0.6762,0.8,5.2,6.0,2.8,1.4,0.6,2.6,2.4,14.4,-6.2
2023-10-27T20:00:00,Houston Rockets,40.056666666666665,8.6,17.4,0.49239999999999995,1.6,5.8,0.3232,1.4,3.0,0.45,2.2,5.4,7.6,5.0,0.8,0.2,3.0,4.2,20.2,-3.6
2023-10-27T20:00:00,San Antonio Spurs,34.16,6.2,13.4,0.4732000000000001,1.2,5.6,0.1716,4.2,5.6,0.687,1.6,4.4,6.0,3.8,1.8,0.8,2.8,3.0,17.8,-0.6
2023-10-27T20:00:00,Toronto Raptors,32.33,5.6,10.6,0.5616,1.0,3.2,0.27,1.6,2.6,0.4034,0.4,5.4,5.8,4.4,0.4,0.4,3.2,3.6,13.8,11.0
2023-10-27T20:30:00,Brooklyn Nets,34.769999999999996,7.0,13.8,0.5162,2.8,6.0,0.35,1.8,2.0,0.5,1.2,5.0,6.2,4.8,0.6,0.6,1.4,3.2,18.6,-4.0
2023-10-27T20:30:00,Dallas Mavericks,26.026666666666664,6.0,11.4,0.5452,2.2,4.8,0.2286,2.6,3.2,0.45999999999999996,0.6,4.6,5.2,2.8,0.0,0.2,0.8,1.8,16.8,0.0
2023-10-27T21:30:00,Los Angeles Clippers,29.889999999999997,5.0,10.4,0.46340000000000003,1.6,4.6,0.2132,3.4,4.4,0.3666,1.0,4.0,5.0,2.4,1.0,0.6,1.8,2.4,15.0,0.6
2023-10-27T21:30:00,Utah Jazz,30.093333333333334,5.2,12.6,0.3988,2.4,6.0,0.417,2.8,3.0,0.7333999999999999,2.6,4.4,7.0,3.4,0.8,0.4,1.4,1.4,15.6,3.0
2023-10-27T22:00:00,Golden State Warriors,31.110000000000003,7.0,12.4,0.5578,1.8,3.8,0.24,1.8,2.0,0.5,1.0,4.2,5.2,5.8,1.8,0.6,2.6,2.6,17.6,4.4
2023-10-27T22:00:00,Orlando Magic,29.686666666666667,4.2,9.6,0.4756,0.8,3.0,0.1332,3.6,5.0,0.6166,1.0,4.6,5.6,3.2,1.4,0.6,2.0,1.4,12.8,6.6
2023-10-27T22:00:00,Portland Trail Blazers,30.093333333333327,4.6,11.8,0.341,1.2,4.4,0.1528,1.6,1.8,0.3714,2.0,3.8,5.8,1.6,1.2,0.2,2.6,3.4,12.0,-2.8
2023-10-27T22:00:00,Sacramento Kings,32.126666666666665,6.2,13.8,0.42840000000000006,1.8,5.8,0.26580000000000004,2.6,3.8,0.488,1.6,5.4,7.0,3.0,1.6,0.4,1.4,1.4,16.8,-6.0
2023-10-28T19:00:00,Chicago Bulls,30.09333333333334,6.2,12.8,0.31379999999999997,1.6,3.8,0.2076,2.6,3.2,0.5214000000000001,0.8,2.4,3.2,1.4,0.6,0.4,1.6,2.8,16.6,-7.2
2023-10-28T19:00:00,Detroit Pistons,32.126666666666665,5.8,11.2,0.51,0.6,2.4,0.1834,3.2,3.8,0.6548,2.4,5.8,8.2,4.8,0.6,0.6,2.4,3.0,15.4,9.2
2023-10-28T19:00:00,Memphis Grizzlies,30.90666666666666,5.4,12.2,0.4382,2.6,6.6,0.48660000000000003,1.6,1.6,0.4,0.4,5.2,5.6,3.4,0.8,0.8,2.0,3.2,15.0,-7.0
2023-10-28T19:00:00,New Orleans Pelicans,27.45,6.8,11.6,0.5626,1.0,2.6,0.3238,1.4,2.4,0.45,0.6,3.6,4.2,2.6,1.2,0.6,2.2,3.0,16.0,9.0
2023-10-28T19:00:00,New York Knicks,29.686666666666667,4.2,12.4,0.3426,0.6,4.4,0.1068,2.0,2.4,0.5166000000000001,2.2,5.0,7.2,2.4,0.6,0.6,2.4,1.6,11.0,-9.4
2023-10-28T19:00:00,Washington Wizards,30.906666666666666,5.8,14.0,0.4812,2.2,6.6,0.32,2.6,3.6,0.4224,2.2,5.0,7.2,2.6,1.2,0.6,1.4,2.0,16.4,6.8
2023-10-28T19:30:00,Cleveland Cavaliers,38.22666666666667,7.6,16.6,0.46980000000000005,2.2,5.0,0.44880000000000003,3.0,4.8,0.5266,2.0,5.6,7.6,4.6,0.2,1.0,1.0,2.6,20.4,-4.2
2023-10-28T19:30:00,Indiana Pacers,26.026666666666664,4.8,10.6,0.4426,1.2,3.4,0.22079999999999997,2.0,2.2,0.5334,0.8,4.8,5.6,3.4,0.2,0.6,0.8,2.2,12.8,-4.6
2023-10-28T19:30:00,Philadelphia 76ers,32.94,6.4,11.8,0.562,2.0,4.2,0.47219999999999995,2.8,3.2,0.538,0.4,4.6,5.0,4.2,0.8,1.2,1.4,1.4,17.6,1.6
2023-10-28T19:30:00,Toronto Raptors,33.34666666666667,5.4,11.8,0.43900000000000006,2.2,4.2,0.41340000000000005,1.6,2.6,0.48339999999999994,1.4,4.2,5.6,4.4,0.6,0.8,1.4,2.0,14.6,-6.4
2023-10-28T20:00:00,Miami Heat,28.873333333333335,4.4,10.6,0.453,1.6,4.4,0.32,1.4,2.4,0.3,0.4,4.8,5.2,3.6,0.4,0.0,2.2,1.6,11.8,-7.0
2023-10-28T20:00:00,Minnesota Timberwolves,29.279999999999994,5.4,10.8,0.5024,1.4,4.2,0.27,0.6,0.8,0.3,1.2,5.4,6.6,3.6,0.8,0.4,1.6,2.2,12.8,14.0
2023-10-28T22:00:00,Phoenix Suns,26.23,5.6,9.4,0.5690000000000001,1.4,4.4,0.22160000000000002,3.6,4.0,0.7333999999999999,0.4,3.2,3.6,4.0,1.2,0.4,1.4,2.0,16.2,23.0
2023-10-28T22:00:00,Utah Jazz,23.586666666666666,3.4,8.6,0.3574,1.2,3.6,0.20939999999999998,0.6,1.0,0.3,1.6,2.4,4.0,1.4,0.4,0.6,2.0,2.8,8.6,-21.0
2023-10-29T15:30:00,Denver Nuggets,27.246666666666663,7.0,11.2,0.587,1.4,3.0,0.46419999999999995,1.2,1.6,0.4666,1.4,4.8,6.2,3.6,0.6,0.6,2.2,2.0,16.6,19.6
2023-10-29T15:30:00,Oklahoma City Thunder,24.60333333333333,4.4,11.4,0.4224,0.6,3.2,0.19,2.2,2.4,0.75,1.0,1.8,2.8,3.0,0.6,0.4,0.6,1.6,11.6,-20.4
2023-10-29T19:00:00,Atlanta Hawks,27.043333333333333,5.6,11.2,0.5114,1.6,4.0,0.3484,2.4,2.8,0.7556,0.8,4.4,5.2,3.8,2.0,0.4,2.0,1.8,15.2,17.0
2023-10-29T19:00:00,Golden State Warriors,27.246666666666663,4.2,9.0,0.505,2.4,5.4,0.2524,2.2,2.8,0.45999999999999996,1.0,4.4,5.4,2.4,0.2,0.6,1.8,2.2,13.0,-0.2
2023-10-29T19:00:00,Houston Rockets,34.77,5.4,14.0,0.3842,1.6,5.0,0.3438,2.4,2.6,0.76,1.4,3.8,5.2,3.8,0.8,0.2,1.0,2.8,14.8,-1.0
2023-10-29T19:00:00,Milwaukee Bucks,27.24666666666667,4.6,10.6,0.403,1.6,5.4,0.21000000000000002,2.2,3.0,0.45999999999999996,1.6,3.4,5.0,2.6,1.2,0.6,2.2,1.6,13.0,-23.0
2023-10-29T19:30:00,Philadelphia 76ers,30.296666666666663,6.2,11.6,0.529,2.0,4.0,0.5,5.6,6.4,0.7214,1.2,6.0,7.2,4.2,1.2,2.0,2.0,2.0,20.0,26.2
2023-10-29T19:30:00,Portland Trail Blazers,23.993333333333332,3.6,9.2,0.3798,0.6,2.8,0.15,2.2,2.6,0.5314,1.0,3.0,4.0,1.6,0.4,0.8,1.8,2.8,10.0,-19.6
2023-10-29T21:00:00,Los Angeles Clippers,26.026666666666664,5.6,10.2,0.481,1.6,4.0,0.263,2.2,3.4,0.5048,1.0,4.2,5.2,3.0,1.8,0.6,1.4,2.2,15.0,25.2
2023-10-29T21:00:00,Los Angeles Lakers,38.22666666666667,7.0,16.6,0.3918,2.2,7.2,0.317,3.6,5.0,0.713,1.2,6.6,7.8,4.6,0.6,0.8,2.4,3.2,19.8,-8.8
2023-10-29T21:00:00,Sacramento Kings,35.583333333333336,6.4,13.4,0.4606,2.0,5.8,0.4274,2.4,3.6,0.65,1.0,6.2,7.2,4.8,0.8,1.0,1.4,3.8,17.2,8.0
2023-10-29T21:00:00,San Antonio Spurs,25.01,3.0,8.4,0.29500000000000004,0.6,3.2,0.15660000000000002,1.2,1.8,0.5,0.8,3.4,4.2,2.0,0.8,0.4,3.2,2.4,7.8,-27.4
2023-10-30T19:00:00,Boston Celtics,26.43333333333333,8.0,12.8,0.645,3.0,5.8,0.4784,1.0,1.4,0.5,0.4,4.4,4.8,3.8,1.2,1.0,1.4,1.8,20.0,28.8
2023-10-30T19:00:00,Brooklyn Nets,30.906666666666666,6.8,10.8,0.6212,1.4,3.8,0.27199999999999996,3.4,4.2,0.5714,1.0,4.4,5.4,3.6,0.4,0.8,2.2,2.0,18.4,8.0
2023-10-30T19:00:00,Charlotte Hornets,30.5,6.8,12.8,0.5642,1.0,3.4,0.3332,1.2,1.4,0.8,0.8,4.2,5.0,5.0,1.0,0.4,1.4,3.4,15.8,-9.0
2023-10-30T19:00:00,Chicago Bulls,30.5,5.6,13.4,0.43900000000000006,0.6,2.4,0.2334,4.8,5.4,0.7152000000000001,1.2,5.0,6.2,2.2,0.6,0.4,0.8,2.0,16.6,3.0
2023-10-30T19:00:00,Indiana Pacers,31.109999999999996,4.8,11.6,0.4136,1.6,5.6,0.25,3.8,4.6,0.6964,1.6,5.4,7.0,3.4,0.8,0.4,2.0,2.2,15.0,-3.6
2023-10-30T19:00:00,Washington Wizards,25.619999999999997,5.4,11.4,0.46880000000000005,1.4,4.8,0.29,0.4,0.4,0.2,1.2,3.4,4.6,3.0,1.2,0.6,1.6,1.4,12.6,-23.0
2023-10-30T19:30:00,Atlanta Hawks,32.33,7.4,13.2,0.4862,1.6,3.8,0.3686,2.6,2.8,0.9,0.4,4.0,4.4,3.8,1.0,1.2,1.4,1.6,19.0,9.6
2023-10-30T19:30:00,Minnesota Timberwolves,31.313333333333333,6.0,12.0,0.5029999999999999,2.0,3.8,0.4582,1.8,2.6,0.3454,1.8,4.8,6.6,3.2,0.6,0.6,1.0,2.6,15.8,-10.0
2023-10-30T19:30:00,Portland Trail Blazers,32.33,4.8,10.6,0.49660000000000004,1.4,4.6,0.27999999999999997,2.2,2.4,0.55,2.0,5.6,7.6,2.8,1.0,1.0,2.2,2.6,13.2,3.0
2023-10-30T19:30:00,Toronto Raptors,32.940000000000005,6.2,14.0,0.4666,0.8,4.4,0.16099999999999998,1.6,2.0,0.6668,2.0,4.4,6.4,3.0,1.2,0.6,1.8,1.6,14.8,-1.0
2023-10-30T20:00:00,Dallas Mavericks,29.28,5.6,10.4,0.54,3.2,6.0,0.43339999999999995,2.8,4.0,0.4234,0.6,4.8,5.4,3.4,0.4,0.4,1.8,2.0,17.2,7.6
2023-10-30T20:00:00,Detroit Pistons,29.48333333333333,4.6,12.0,0.3867999999999999,1.2,3.2,0.2692,2.0,2.8,0.61,2.0,4.0,6.0,3.4,0.6,0.8,2.8,2.6,12.4,-11.4
2023-10-30T20:00:00,Golden State Warriors,23.383333333333333,6.0,10.2,0.5564,2.0,4.4,0.2876,1.6,2.4,0.5428,1.2,3.6,4.8,3.4,0.6,0.2,1.6,1.4,15.6,13.2
2023-10-30T20:00:00,Memphis Grizzlies,33.75333333333334,7.4,15.2,0.4648,2.6,6.4,0.38580000000000003,2.0,3.2,0.3056,1.6,5.2,6.8,3.8,1.8,0.6,2.4,2.8,19.4,-8.6
2023-10-30T20:00:00,Miami Heat,27.450000000000006,4.8,10.2,0.43459999999999993,1.2,3.6,0.3,3.0,3.2,0.58,0.6,4.0,4.6,2.8,1.0,0.2,1.8,1.2,13.8,-9.8
2023-10-30T20:00:00,Milwaukee Bucks,29.076666666666664,5.4,11.2,0.42539999999999994,1.0,4.4,0.2072,4.0,5.6,0.45899999999999996,1.0,3.8,4.8,3.2,1.0,0.4,2.2,2.6,15.8,2.8
2023-10-30T20:00:00,New Orleans Pelicans,28.669999999999998,5.0,13.0,0.3652,1.0,5.0,0.1472,2.4,3.8,0.6612,1.8,3.0,4.8,2.8,1.4,0.6,1.2,2.4,13.4,-17.8
2023-10-30T20:00:00,Oklahoma City Thunder,28.669999999999998,7.0,13.4,0.5556,1.4,3.4,0.3432,3.2,3.6,0.72,0.8,5.0,5.8,3.2,1.8,1.4,2.2,2.2,18.6,12.2
2023-10-30T21:00:00,Denver Nuggets,31.516666666666662,7.0,12.0,0.5851999999999999,1.6,4.0,0.319,0.8,2.2,0.22999999999999998,0.8,4.0,4.8,5.8,0.2,1.4,2.0,2.4,16.4,5.8
2023-10-30T21:00:00,Utah Jazz,32.94,7.2,14.6,0.5094000000000001,1.6,4.6,0.277,0.8,2.2,0.33340000000000003,2.6,5.8,8.4,4.0,0.4,0.4,2.0,2.8,16.8,-1.8
2023-10-30T22:30:00,Los Angeles Lakers,33.14333333333333,7.0,13.0,0.492,1.2,3.8,0.2166,2.4,2.8,0.6834,0.4,5.0,5.4,4.2,1.0,1.4,2.4,2.0,17.6,-1.8
